museum_name,day_of_week,day_num,hour,hour_display,busy_index
Tekniska museet,Thursday,4,16,16:00,44
Tekniska museet,Thursday,4,17,17:00,36
Tekniska museet,Thursday,4,18,18:00,26
Tekniska museet,Thursday,4,19,19:00,17
Tekniska museet,Thursday,4,20,20:00,13
Tekniska museet,Friday,5,9,09:00,2
Tekniska museet,Friday,5,10,10:00,17
Tekniska museet,Friday,5,11,11:00,22
Tekniska museet,Friday,5,12,12:00,24
Tekniska museet,Friday,5,13,13:00,34
Tekniska museet,Friday,5,14,14:00,52
Tekniska museet,Friday,5,15,15:00,60
Tekniska museet,Friday,5,16,16:00,46
Tekniska museet,Friday,5,17,17:00,53
Tekniska museet,Friday,5,18,18:00,29
Tekniska museet,Friday,5,19,19:00,16
Tekniska museet,Friday,5,20,20:00,16
Tekniska museet,Saturday,6,9,09:00,24
Tekniska museet,Saturday,6,10,10:00,35
Tekniska museet,Saturday,6,11,11:00,35
Tekniska museet,Saturday,6,12,12:00,43
Tekniska museet,Saturday,6,13,13:00,53
Tekniska museet,Saturday,6,14,14:00,58
Tekniska museet,Saturday,6,15,15:00,83
Tekniska museet,Saturday,6,16,16:00,70
Tekniska museet,Saturday,6,17,17:00,74
Tekniska museet,Saturday,6,18,18:00,34
Tekniska museet,Saturday,6,19,19:00,43
Tekniska museet,Saturday,6,20,20:00,30
Tekniska museet,Sunday,7,9,09:00,11
Tekniska museet,Sunday,7,10,10:00,15
Tekniska museet,Sunday,7,11,11:00,33
Tekniska museet,Sunday,7,12,12:00,58
Tekniska museet,Sunday,7,13,13:00,50
Tekniska museet,Sunday,7,14,14:00,75
Tekniska museet,Sunday,7,15,15:00,95
Tekniska museet,Sunday,7,16,16:00,74
Tekniska museet,Sunday,7,17,17:00,71
Tekniska museet,Sunday,7,18,18:00,63
Tekniska museet,Sunday,7,19,19:00,35
Tekniska museet,Sunday,7,20,20:00,10
Nationalmuseum,Monday,1,9,09:00,0
Nationalmuseum,Monday,1,10,10:00,0
Nationalmuseum,Monday,1,11,11:00,26
Nationalmuseum,Monday,1,12,12:00,48
Nationalmuseum,Monday,1,13,13:00,55
Nationalmuseum,Monday,1,14,14:00,61
Nationalmuseum,Monday,1,15,15:00,60
Nationalmuseum,Monday,1,16,16:00,32
Nationalmuseum,Monday,1,17,17:00,0
Nationalmuseum,Monday,1,18,18:00,0
Nationalmuseum,Monday,1,19,19:00,0
Nationalmuseum,Monday,1,20,20:00,0
Nationalmuseum,Tuesday,2,9,09:00,0
Nationalmuseum,Tuesday,2,10,10:00,0
Nationalmuseum,Tuesday,2,11,11:00,39
Nationalmuseum,Tuesday,2,12,12:00,46
Nationalmuseum,Tuesday,2,13,13:00,55
Nationalmuseum,Tuesday,2,14,14:00,70
Nationalmuseum,Tuesday,2,15,15:00,41
Nationalmuseum,Tuesday,2,16,16:00,48
Nationalmuseum,Tuesday,2,17,17:00,0
Nationalmuseum,Tuesday,2,18,18:00,0
Nationalmuseum,Tuesday,2,19,19:00,0
Nationalmuseum,Tuesday,2,20,20:00,0
Nationalmuseum,Wednesday,3,9,09:00,0
Nationalmuseum,Wednesday,3,10,10:00,0
Nationalmuseum,Wednesday,3,11,11:00,16
Nationalmuseum,Wednesday,3,12,12:00,51
Nationalmuseum,Wednesday,3,13,13:00,67
Nationalmuseum,Wednesday,3,14,14:00,73
Nationalmuseum,Wednesday,3,15,15:00,44
Nationalmuseum,Wednesday,3,16,16:00,51
Nationalmuseum,Wednesday,3,17,17:00,0
Nationalmuseum,Wednesday,3,18,18:00,0
Nationalmuseum,Wednesday,3,19,19:00,0
Nationalmuseum,Wednesday,3,20,20:00,0
Nationalmuseum,Thursday,4,9,09:00,0
Nationalmuseum,Thursday,4,10,10:00,0
Nationalmuseum,Thursday,4,11,11:00,40
Nationalmuseum,Thursday,4,12,12:00,47
Nationalmuseum,Thursday,4,13,13:00,47
Nationalmuseum,Thursday,4,14,14:00,57
Nationalmuseum,Thursday,4,15,15:00,41
Nationalmuseum,Thursday,4,16,16:00,27
Nationalmuseum,Thursday,4,17,17:00,0
Nationalmuseum,Thursday,4,18,18:00,0
Nationalmuseum,Thursday,4,19,19:00,0
Nationalmuseum,Thursday,4,20,20:00,0
Nationalmuseum,Friday,5,9,09:00,0
Nationalmuseum,Friday,5,10,10:00,0
Nationalmuseum,Friday,5,11,11:00,22
Nationalmuseum,Friday,5,12,12:00,52
Nationalmuseum,Friday,5,13,13:00,60
Nationalmuseum,Friday,5,14,14:00,75
Nationalmuseum,Friday,5,15,15:00,44
Nationalmuseum,Friday,5,16,16:00,41
Nationalmuseum,Friday,5,17,17:00,0
Nationalmuseum,Friday,5,18,18:00,0
Nationalmuseum,Friday,5,19,19:00,0
Nationalmuseum,Friday,5,20,20:00,0
Nationalmuseum,Saturday,6,9,09:00,0
Nationalmuseum,Saturday,6,10,10:00,0
Nationalmuseum,Saturday,6,11,11:00,54
Nationalmuseum,Saturday,6,12,12:00,60
Nationalmuseum,Saturday,6,13,13:00,87
Nationalmuseum,Saturday,6,14,14:00,92
Nationalmuseum,Saturday,6,15,15:00,65
Nationalmuseum,Saturday,6,16,16:00,51
Nationalmuseum,Saturday,6,17,17:00,0
Nationalmuseum,Saturday,6,18,18:00,0
Nationalmuseum,Saturday,6,19,19:00,0
Nationalmuseum,Saturday,6,20,20:00,0
Nationalmuseum,Sunday,7,9,09:00,0
Nationalmuseum,Sunday,7,10,10:00,0
Nationalmuseum,Sunday,7,11,11:00,34
Nationalmuseum,Sunday,7,12,12:00,64
Nationalmuseum,Sunday,7,13,13:00,59
Nationalmuseum,Sunday,7,14,14:00,81
Nationalmuseum,Sunday,7,15,15:00,65
Nationalmuseum,Sunday,7,16,16:00,66
Nationalmuseum,Sunday,7,17,17:00,0
Nationalmuseum,Sunday,7,18,18:00,0
Nationalmuseum,Sunday,7,19,19:00,0
Nationalmuseum,Sunday,7,20,20:00,0
Nobelprismuseet,Monday,1,9,09:00,0
Nobelprismuseet,Monday,1,10,10:00,0
Nobelprismuseet,Monday,1,11,11:00,41
Nobelprismuseet,Monday,1,12,12:00,35
Nobelprismuseet,Monday,1,13,13:00,40
Nobelprismuseet,Monday,1,14,14:00,52
Nobelprismuseet,Monday,1,15,15:00,49
Nobelprismuseet,Monday,1,16,16:00,38
Nobelprismuseet,Monday,1,17,17:00,0
Nobelprismuseet,Monday,1,18,18:00,0
Nobelprismuseet,Monday,1,19,19:00,0
Nobelprismuseet,Monday,1,20,20:00,0
Nobelprismuseet,Tuesday,2,9,09:00,0
Nobelprismuseet,Tuesday,2,10,10:00,0
Nobelprismuseet,Tuesday,2,11,11:00,16
Nobelprismuseet,Tuesday,2,12,12:00,52
Nobelprismuseet,Tuesday,2,13,13:00,62
Nobelprismuseet,Tuesday,2,14,14:00,58
Nobelprismuseet,Tuesday,2,15,15:00,38
Nobelprismuseet,Tuesday,2,16,16:00,49
Nobelprismuseet,Tuesday,2,17,17:00,0
Nobelprismuseet,Tuesday,2,18,18:00,0
Nobelprismuseet,Tuesday,2,19,19:00,0
Nobelprismuseet,Tuesday,2,20,20:00,0
Nobelprismuseet,Wednesday,3,9,09:00,0
Nobelprismuseet,Wednesday,3,10,10:00,0
Nobelprismuseet,Wednesday,3,11,11:00,42
Nobelprismuseet,Wednesday,3,12,12:00,32
Nobelprismuseet,Wednesday,3,13,13:00,61
Nobelprismuseet,Wednesday,3,14,14:00,70
Nobelprismuseet,Wednesday,3,15,15:00,44
Nobelprismuseet,Wednesday,3,16,16:00,51
Nobelprismuseet,Wednesday,3,17,17:00,0
Nobelprismuseet,Wednesday,3,18,18:00,0
Nobelprismuseet,Wednesday,3,19,19:00,0
Nobelprismuseet,Wednesday,3,20,20:00,0
Nobelprismuseet,Thursday,4,9,09:00,0
Nobelprismuseet,Thursday,4,10,10:00,0
Nobelprismuseet,Thursday,4,11,11:00,24
Nobelprismuseet,Thursday,4,12,12:00,54
Nobelprismuseet,Thursday,4,13,13:00,51
Nobelprismuseet,Thursday,4,14,14:00,62
Nobelprismuseet,Thursday,4,15,15:00,63
Nobelprismuseet,Thursday,4,16,16:00,37
Nobelprismuseet,Thursday,4,17,17:00,0
Nobelprismuseet,Thursday,4,18,18:00,0
Nobelprismuseet,Thursday,4,19,19:00,0
Nobelprismuseet,Thursday,4,20,20:00,0
Nobelprismuseet,Friday,5,9,09:00,0
Nobelprismuseet,Friday,5,10,10:00,0
Nobelprismuseet,Friday,5,11,11:00,30
Nobelprismuseet,Friday,5,12,12:00,34
Nobelprismuseet,Friday,5,13,13:00,48
Nobelprismuseet,Friday,5,14,14:00,64
Nobelprismuseet,Friday,5,15,15:00,53
Nobelprismuseet,Friday,5,16,16:00,40
Nobelprismuseet,Friday,5,17,17:00,0
Nobelprismuseet,Friday,5,18,18:00,0
Nobelprismuseet,Friday,5,19,19:00,0
Nobelprismuseet,Friday,5,20,20:00,0
Nobelprismuseet,Saturday,6,9,09:00,0
Nobelprismuseet,Saturday,6,10,10:00,0
Nobelprismuseet,Saturday,6,11,11:00,47
Nobelprismuseet,Saturday,6,12,12:00,66
Nobelprismuseet,Saturday,6,13,13:00,84
Nobelprismuseet,Saturday,6,14,14:00,74
Nobelprismuseet,Saturday,6,15,15:00,66
Nobelprismuseet,Saturday,6,16,16:00,51
Nobelprismuseet,Saturday,6,17,17:00,0
Nobelprismuseet,Saturday,6,18,18:00,0
Nobelprismuseet,Saturday,6,19,19:00,0
Nobelprismuseet,Saturday,6,20,20:00,0
Nobelprismuseet,Sunday,7,9,09:00,0
Nobelprismuseet,Sunday,7,10,10:00,0
Nobelprismuseet,Sunday,7,11,11:00,47
Nobelprismuseet,Sunday,7,12,12:00,56
Nobelprismuseet,Sunday,7,13,13:00,80
Nobelprismuseet,Sunday,7,14,14:00,70
Nobelprismuseet,Sunday,7,15,15:00,62
Nobelprismuseet,Sunday,7,16,16:00,52
Nobelprismuseet,Sunday,7,17,17:00,0
Nobelprismuseet,Sunday,7,18,18:00,0
Nobelprismuseet,Sunday,7,19,19:00,0
Nobelprismuseet,Sunday,7,20,20:00,0
Historiska museet,Monday,1,9,09:00,0
Historiska museet,Monday,1,10,10:00,0
Historiska museet,Monday,1,11,11:00,14
Historiska museet,Monday,1,12,12:00,44
Historiska museet,Monday,1,13,13:00,50
Historiska museet,Monday,1,14,14:00,63
Historiska museet,Monday,1,15,15:00,49
Historiska museet,Monday,1,16,16:00,28
Historiska museet,Monday,1,17,17:00,0
Historiska museet,Monday,1,18,18:00,0
Historiska museet,Monday,1,19,19:00,0
Historiska museet,Monday,1,20,20:00,0
Historiska museet,Tuesday,2,9,09:00,0
Historiska museet,Tuesday,2,10,10:00,0
Historiska museet,Tuesday,2,11,11:00,15
Historiska museet,Tuesday,2,12,12:00,54
Historiska museet,Tuesday,2,13,13:00,43
Historiska museet,Tuesday,2,14,14:00,77
Historiska museet,Tuesday,2,15,15:00,65
Historiska museet,Tuesday,2,16,16:00,30
Historiska museet,Tuesday,2,17,17:00,0
Historiska museet,Tuesday,2,18,18:00,0
Historiska museet,Tuesday,2,19,19:00,0
Historiska museet,Tuesday,2,20,20:00,0
Historiska museet,Wednesday,3,9,09:00,0
Historiska museet,Wednesday,3,10,10:00,0
Historiska museet,Wednesday,3,11,11:00,38
Historiska museet,Wednesday,3,12,12:00,41
Historiska museet,Wednesday,3,13,13:00,58
Historiska museet,Wednesday,3,14,14:00,62
Historiska museet,Wednesday,3,15,15:00,41
Historiska museet,Wednesday,3,16,16:00,37
Historiska museet,Wednesday,3,17,17:00,0
Historiska museet,Wednesday,3,18,18:00,0
Historiska museet,Wednesday,3,19,19:00,0
Historiska museet,Wednesday,3,20,20:00,0
Historiska museet,Thursday,4,9,09:00,0
Historiska museet,Thursday,4,10,10:00,0
Historiska museet,Thursday,4,11,11:00,27
Historiska museet,Thursday,4,12,12:00,54
Historiska museet,Thursday,4,13,13:00,48
Historiska museet,Thursday,4,14,14:00,54
Historiska museet,Thursday,4,15,15:00,62
Historiska museet,Thursday,4,16,16:00,41
Historiska museet,Thursday,4,17,17:00,0
Historiska museet,Thursday,4,18,18:00,0
Historiska museet,Thursday,4,19,19:00,0
Historiska museet,Thursday,4,20,20:00,0
Historiska museet,Friday,5,9,09:00,0
Historiska museet,Friday,5,10,10:00,0
Historiska museet,Friday,5,11,11:00,20
Historiska museet,Friday,5,12,12:00,47
Historiska museet,Friday,5,13,13:00,54
Historiska museet,Friday,5,14,14:00,52
Historiska museet,Friday,5,15,15:00,40
Historiska museet,Friday,5,16,16:00,48
Historiska museet,Friday,5,17,17:00,0
Historiska museet,Friday,5,18,18:00,0
Historiska museet,Friday,5,19,19:00,0
Historiska museet,Friday,5,20,20:00,0
Historiska museet,Saturday,6,9,09:00,0
Historiska museet,Saturday,6,10,10:00,0
Historiska museet,Saturday,6,11,11:00,46
Historiska museet,Saturday,6,12,12:00,61
Historiska museet,Saturday,6,13,13:00,63
Historiska museet,Saturday,6,14,14:00,91
Historiska museet,Saturday,6,15,15:00,60
Historiska museet,Saturday,6,16,16:00,62
Historiska museet,Saturday,6,17,17:00,0
Historiska museet,Saturday,6,18,18:00,0
Historiska museet,Saturday,6,19,19:00,0
Historiska museet,Saturday,6,20,20:00,0
Historiska museet,Sunday,7,9,09:00,0
Historiska museet,Sunday,7,10,10:00,0
Historiska museet,Sunday,7,11,11:00,49
Historiska museet,Sunday,7,12,12:00,53
Historiska museet,Sunday,7,13,13:00,74
Historiska museet,Sunday,7,14,14:00,73
Historiska museet,Sunday,7,15,15:00,73
Historiska museet,Sunday,7,16,16:00,59
Historiska museet,Sunday,7,17,17:00,0
Historiska museet,Sunday,7,18,18:00,0
Historiska museet,Sunday,7,19,19:00,0
Historiska museet,Sunday,7,20,20:00,0
The Viking Museum,Monday,1,9,09:00,0
The Viking Museum,Monday,1,10,10:00,0
The Viking Museum,Monday,1,11,11:00,36
The Viking Museum,Monday,1,12,12:00,29
The Viking Museum,Monday,1,13,13:00,40
The Viking Museum,Monday,1,14,14:00,72
The Viking Museum,Monday,1,15,15:00,44
The Viking Museum,Monday,1,16,16:00,40
The Viking Museum,Monday,1,17,17:00,0
The Viking Museum,Monday,1,18,18:00,0
The Viking Museum,Monday,1,19,19:00,0
The Viking Museum,Monday,1,20,20:00,0
The Viking Museum,Tuesday,2,9,09:00,0
The Viking Museum,Tuesday,2,10,10:00,0
The Viking Museum,Tuesday,2,11,11:00,30
The Viking Museum,Tuesday,2,12,12:00,28
The Viking Museum,Tuesday,2,13,13:00,54
The Viking Museum,Tuesday,2,14,14:00,67
The Viking Museum,Tuesday,2,15,15:00,58
The Viking Museum,Tuesday,2,16,16:00,40
The Viking Museum,Tuesday,2,17,17:00,0
The Viking Museum,Tuesday,2,18,18:00,0
The Viking Museum,Tuesday,2,19,19:00,0
The Viking Museum,Tuesday,2,20,20:00,0
The Viking Museum,Wednesday,3,9,09:00,0
The Viking Museum,Wednesday,3,10,10:00,0
The Viking Museum,Wednesday,3,11,11:00,27
The Viking Museum,Wednesday,3,12,12:00,36
The Viking Museum,Wednesday,3,13,13:00,60
The Viking Museum,Wednesday,3,14,14:00,51
The Viking Museum,Wednesday,3,15,15:00,62
The Viking Museum,Wednesday,3,16,16:00,38
The Viking Museum,Wednesday,3,17,17:00,0
The Viking Museum,Wednesday,3,18,18:00,0
The Viking Museum,Wednesday,3,19,19:00,0
The Viking Museum,Wednesday,3,20,20:00,0
The Viking Museum,Thursday,4,9,09:00,0
The Viking Museum,Thursday,4,10,10:00,0
The Viking Museum,Thursday,4,11,11:00,28
The Viking Museum,Thursday,4,12,12:00,26
The Viking Museum,Thursday,4,13,13:00,40
The Viking Museum,Thursday,4,14,14:00,52
The Viking Museum,Thursday,4,15,15:00,46
The Viking Museum,Thursday,4,16,16:00,38
The Viking Museum,Thursday,4,17,17:00,0
The Viking Museum,Thursday,4,18,18:00,0
The Viking Museum,Thursday,4,19,19:00,0
The Viking Museum,Thursday,4,20,20:00,0
The Viking Museum,Friday,5,9,09:00,0
The Viking Museum,Friday,5,10,10:00,0
The Viking Museum,Friday,5,11,11:00,14
The Viking Museum,Friday,5,12,12:00,31
The Viking Museum,Friday,5,13,13:00,50
The Viking Museum,Friday,5,14,14:00,60
The Viking Museum,Friday,5,15,15:00,45
The Viking Museum,Friday,5,16,16:00,45
The Viking Museum,Friday,5,17,17:00,0
The Viking Museum,Friday,5,18,18:00,0
The Viking Museum,Friday,5,19,19:00,0
The Viking Museum,Friday,5,20,20:00,0
The Viking Museum,Saturday,6,9,09:00,0
The Viking Museum,Saturday,6,10,10:00,0
The Viking Museum,Saturday,6,11,11:00,46
The Viking Museum,Saturday,6,12,12:00,70
The Viking Museum,Saturday,6,13,13:00,72
The Viking Museum,Saturday,6,14,14:00,75
The Viking Museum,Saturday,6,15,15:00,82
The Viking Museum,Saturday,6,16,16:00,73
The Viking Museum,Saturday,6,17,17:00,0
The Viking Museum,Saturday,6,18,18:00,0
The Viking Museum,Saturday,6,19,19:00,0
The Viking Museum,Saturday,6,20,20:00,0
The Viking Museum,Sunday,7,9,09:00,0
The Viking Museum,Sunday,7,10,10:00,0
The Viking Museum,Sunday,7,11,11:00,34
The Viking Museum,Sunday,7,12,12:00,66
The Viking Museum,Sunday,7,13,13:00,58
The Viking Museum,Sunday,7,14,14:00,76
The Viking Museum,Sunday,7,15,15:00,74
The Viking Museum,Sunday,7,16,16:00,50
The Viking Museum,Sunday,7,17,17:00,0
The Viking Museum,Sunday,7,18,18:00,0
The Viking Museum,Sunday,7,19,19:00,0
The Viking Museum,Sunday,7,20,20:00,0
Paradox Museum Stockholm,Monday,1,9,09:00,0
Paradox Museum Stockholm,Monday,1,10,10:00,11
Paradox Museum Stockholm,Monday,1,11,11:00,20
Paradox Museum Stockholm,Monday,1,12,12:00,47
Paradox Museum Stockholm,Monday,1,13,13:00,59
Paradox Museum Stockholm,Monday,1,14,14:00,67
Paradox Museum Stockholm,Monday,1,15,15:00,68
Paradox Museum Stockholm,Monday,1,16,16:00,61
Paradox Museum Stockholm,Monday,1,17,17:00,49
Paradox Museum Stockholm,Monday,1,18,18:00,21
Paradox Museum Stockholm,Monday,1,19,19:00,0
Paradox Museum Stockholm,Monday,1,20,20:00,0
Paradox Museum Stockholm,Tuesday,2,9,09:00,0
Paradox Museum Stockholm,Tuesday,2,10,10:00,0
Paradox Museum Stockholm,Tuesday,2,11,11:00,10
Paradox Museum Stockholm,Tuesday,2,12,12:00,45
Paradox Museum Stockholm,Tuesday,2,13,13:00,56
Paradox Museum Stockholm,Tuesday,2,14,14:00,53
Paradox Museum Stockholm,Tuesday,2,15,15:00,68
Paradox Museum Stockholm,Tuesday,2,16,16:00,32
Paradox Museum Stockholm,Tuesday,2,17,17:00,27
Paradox Museum Stockholm,Tuesday,2,18,18:00,16
Paradox Museum Stockholm,Tuesday,2,19,19:00,0
Paradox Museum Stockholm,Tuesday,2,20,20:00,0
Paradox Museum Stockholm,Wednesday,3,9,09:00,0
Paradox Museum Stockholm,Wednesday,3,10,10:00,20
Paradox Museum Stockholm,Wednesday,3,11,11:00,23
Paradox Museum Stockholm,Wednesday,3,12,12:00,29
Paradox Museum Stockholm,Wednesday,3,13,13:00,38
Paradox Museum Stockholm,Wednesday,3,14,14:00,60
Paradox Museum Stockholm,Wednesday,3,15,15:00,54
Paradox Museum Stockholm,Wednesday,3,16,16:00,46
Paradox Museum Stockholm,Wednesday,3,17,17:00,28
Paradox Museum Stockholm,Wednesday,3,18,18:00,37
Paradox Museum Stockholm,Wednesday,3,19,19:00,0
Paradox Museum Stockholm,Wednesday,3,20,20:00,0
Paradox Museum Stockholm,Thursday,4,9,09:00,0
Paradox Museum Stockholm,Thursday,4,10,10:00,5
Paradox Museum Stockholm,Thursday,4,11,11:00,13
Paradox Museum Stockholm,Thursday,4,12,12:00,40
Paradox Museum Stockholm,Thursday,4,13,13:00,58
Paradox Museum Stockholm,Thursday,4,14,14:00,63
Paradox Museum Stockholm,Thursday,4,15,15:00,72
Paradox Museum Stockholm,Thursday,4,16,16:00,40
Paradox Museum Stockholm,Thursday,4,17,17:00,20
Paradox Museum Stockholm,Thursday,4,18,18:00,20
Paradox Museum Stockholm,Thursday,4,19,19:00,0
Paradox Museum Stockholm,Thursday,4,20,20:00,0
Paradox Museum Stockholm,Friday,5,9,09:00,0
Paradox Museum Stockholm,Friday,5,10,10:00,19
Paradox Museum Stockholm,Friday,5,11,11:00,11
Paradox Museum Stockholm,Friday,5,12,12:00,31
Paradox Museum Stockholm,Friday,5,13,13:00,46
Paradox Museum Stockholm,Friday,5,14,14:00,50
Paradox Museum Stockholm,Friday,5,15,15:00,68
Paradox Museum Stockholm,Friday,5,16,16:00,45
Paradox Museum Stockholm,Friday,5,17,17:00,37
Paradox Museum Stockholm,Friday,5,18,18:00,30
Paradox Museum Stockholm,Friday,5,19,19:00,0
Paradox Museum Stockholm,Friday,5,20,20:00,0
Paradox Museum Stockholm,Saturday,6,9,09:00,0
Paradox Museum Stockholm,Saturday,6,10,10:00,29
Paradox Museum Stockholm,Saturday,6,11,11:00,53
Paradox Museum Stockholm,Saturday,6,12,12:00,68
Paradox Museum Stockholm,Saturday,6,13,13:00,76
Paradox Museum Stockholm,Saturday,6,14,14:00,76
Paradox Museum Stockholm,Saturday,6,15,15:00,93
Paradox Museum Stockholm,Saturday,6,16,16:00,65
Paradox Museum Stockholm,Saturday,6,17,17:00,67
Paradox Museum Stockholm,Saturday,6,18,18:00,57
Paradox Museum Stockholm,Saturday,6,19,19:00,0
Paradox Museum Stockholm,Saturday,6,20,20:00,0
Paradox Museum Stockholm,Sunday,7,9,09:00,0
Paradox Museum Stockholm,Sunday,7,10,10:00,23
Paradox Museum Stockholm,Sunday,7,11,11:00,43
Paradox Museum Stockholm,Sunday,7,12,12:00,67
Paradox Museum Stockholm,Sunday,7,13,13:00,54
Paradox Museum Stockholm,Sunday,7,14,14:00,68
Paradox Museum Stockholm,Sunday,7,15,15:00,90
Paradox Museum Stockholm,Sunday,7,16,16:00,67
Paradox Museum Stockholm,Sunday,7,17,17:00,54
Paradox Museum Stockholm,Sunday,7,18,18:00,49
Paradox Museum Stockholm,Sunday,7,19,19:00,0
Paradox Museum Stockholm,Sunday,7,20,20:00,0
Armémuseum,Monday,1,9,09:00,0
Armémuseum,Monday,1,10,10:00,0
Armémuseum,Monday,1,11,11:00,22
Armémuseum,Monday,1,12,12:00,24
Armémuseum,Monday,1,13,13:00,54
Armémuseum,Monday,1,14,14:00,42
Armémuseum,Monday,1,15,15:00,59
Armémuseum,Monday,1,16,16:00,38
Armémuseum,Monday,1,17,17:00,33
Armémuseum,Monday,1,18,18:00,14
Armémuseum,Monday,1,19,19:00,0
Armémuseum,Monday,1,20,20:00,0
Armémuseum,Tuesday,2,9,09:00,0
Armémuseum,Tuesday,2,10,10:00,0
Armémuseum,Tuesday,2,11,11:00,2
Armémuseum,Tuesday,2,12,12:00,32
Armémuseum,Tuesday,2,13,13:00,34
Armémuseum,Tuesday,2,14,14:00,39
Armémuseum,Tuesday,2,15,15:00,55
Armémuseum,Tuesday,2,16,16:00,63
Armémuseum,Tuesday,2,17,17:00,54
Armémuseum,Tuesday,2,18,18:00,27
Armémuseum,Tuesday,2,19,19:00,0
Armémuseum,Tuesday,2,20,20:00,0
Armémuseum,Wednesday,3,9,09:00,0
Armémuseum,Wednesday,3,10,10:00,0
Armémuseum,Wednesday,3,11,11:00,22
Armémuseum,Wednesday,3,12,12:00,20
Armémuseum,Wednesday,3,13,13:00,39
Armémuseum,Wednesday,3,14,14:00,39
Armémuseum,Wednesday,3,15,15:00,64
Armémuseum,Wednesday,3,16,16:00,56
Armémuseum,Wednesday,3,17,17:00,26
Armémuseum,Wednesday,3,18,18:00,29
Armémuseum,Wednesday,3,19,19:00,0
Armémuseum,Wednesday,3,20,20:00,0
Armémuseum,Thursday,4,9,09:00,0
Armémuseum,Thursday,4,10,10:00,0
Armémuseum,Thursday,4,11,11:00,18
Armémuseum,Thursday,4,12,12:00,36
Armémuseum,Thursday,4,13,13:00,26
Armémuseum,Thursday,4,14,14:00,45
Armémuseum,Thursday,4,15,15:00,67
Armémuseum,Thursday,4,16,16:00,61
Armémuseum,Thursday,4,17,17:00,41
Armémuseum,Thursday,4,18,18:00,33
Armémuseum,Thursday,4,19,19:00,0
Armémuseum,Thursday,4,20,20:00,0
Armémuseum,Friday,5,9,09:00,0
Armémuseum,Friday,5,10,10:00,0
Armémuseum,Friday,5,11,11:00,28
Armémuseum,Friday,5,12,12:00,15
Armémuseum,Friday,5,13,13:00,38
Armémuseum,Friday,5,14,14:00,49
Armémuseum,Friday,5,15,15:00,53
Armémuseum,Friday,5,16,16:00,41
Armémuseum,Friday,5,17,17:00,43
Armémuseum,Friday,5,18,18:00,40
Armémuseum,Friday,5,19,19:00,0
Armémuseum,Friday,5,20,20:00,0
Armémuseum,Saturday,6,9,09:00,0
Armémuseum,Saturday,6,10,10:00,0
Armémuseum,Saturday,6,11,11:00,47
Armémuseum,Saturday,6,12,12:00,40
Armémuseum,Saturday,6,13,13:00,47
Armémuseum,Saturday,6,14,14:00,75
Armémuseum,Saturday,6,15,15:00,97
Armémuseum,Saturday,6,16,16:00,78
Armémuseum,Saturday,6,17,17:00,50
Armémuseum,Saturday,6,18,18:00,39
Armémuseum,Saturday,6,19,19:00,0
Armémuseum,Saturday,6,20,20:00,0
Armémuseum,Sunday,7,9,09:00,0
Armémuseum,Sunday,7,10,10:00,0
Armémuseum,Sunday,7,11,11:00,22
Armémuseum,Sunday,7,12,12:00,38
Armémuseum,Sunday,7,13,13:00,69
Armémuseum,Sunday,7,14,14:00,73
Armémuseum,Sunday,7,15,15:00,80
Armémuseum,Sunday,7,16,16:00,85
Armémuseum,Sunday,7,17,17:00,74
Armémuseum,Sunday,7,18,18:00,37
Armémuseum,Sunday,7,19,19:00,0
Armémuseum,Sunday,7,20,20:00,0
Hallwylska museet,Monday,1,9,09:00,0
Hallwylska museet,Monday,1,10,10:00,0
Hallwylska museet,Monday,1,11,11:00,0
Hallwylska museet,Monday,1,12,12:00,31
Hallwylska museet,Monday,1,13,13:00,56
Hallwylska museet,Monday,1,14,14:00,75
Hallwylska museet,Monday,1,15,15:00,51
Hallwylska museet,Monday,1,16,16:00,0
Hallwylska museet,Monday,1,17,17:00,0
Hallwylska museet,Monday,1,18,18:00,0
Hallwylska museet,Monday,1,19,19:00,0
Hallwylska museet,Monday,1,20,20:00,0
Hallwylska museet,Tuesday,2,9,09:00,0
Hallwylska museet,Tuesday,2,10,10:00,0
Hallwylska museet,Tuesday,2,11,11:00,0
Hallwylska museet,Tuesday,2,12,12:00,54
Hallwylska museet,Tuesday,2,13,13:00,53
Hallwylska museet,Tuesday,2,14,14:00,77
Hallwylska museet,Tuesday,2,15,15:00,67
Hallwylska museet,Tuesday,2,16,16:00,0
Hallwylska museet,Tuesday,2,17,17:00,0
Hallwylska museet,Tuesday,2,18,18:00,0
Hallwylska museet,Tuesday,2,19,19:00,0
Hallwylska museet,Tuesday,2,20,20:00,0
Hallwylska museet,Wednesday,3,9,09:00,0
Hallwylska museet,Wednesday,3,10,10:00,0
Hallwylska museet,Wednesday,3,11,11:00,0
Hallwylska museet,Wednesday,3,12,12:00,39
Hallwylska museet,Wednesday,3,13,13:00,56
Hallwylska museet,Wednesday,3,14,14:00,59
Hallwylska museet,Wednesday,3,15,15:00,51
Hallwylska museet,Wednesday,3,16,16:00,0
Hallwylska museet,Wednesday,3,17,17:00,0
Hallwylska museet,Wednesday,3,18,18:00,0
Hallwylska museet,Wednesday,3,19,19:00,0
Hallwylska museet,Wednesday,3,20,20:00,0
Hallwylska museet,Thursday,4,9,09:00,0
Hallwylska museet,Thursday,4,10,10:00,0
